Purchase Memo,Recom. Qty,Item Name,Item ID,Display Name,Reorder Vendor Group,Item Status,30 Days,60 Days,90 Days,120 Days,4 Month Average,Available to Promise,Qty Reserved,On Hand Available (Good),On Hand Deviated,On Hand Inspection,On Hand Label,On Hand Hold,On Hand Total (Good + Deviated),On Hand Total (Months),In Transit,Next Arrival Qty,Next Arrival Date,On Hand Total + In Transit,On Hand Total + Transit (Months),On Order (TO SHIP),Total Stock,Total Stock [Months],Item Weight,Item Weight Units,Maximum of Item Cubic Space,Total Available ,Admin Portal,Brand,Product Category,Vendor ID,Preferred Vendor,P.O.L,Item Description,Vendor Item #,Minimum of Vendor Price,Item Height1,Item Width1,Item Depth1,Item Height,Item Width,Item Depth,Item Shelf,Pallet QTY - NA,Pallet QTY - Euro,HI,TI,Planner ,Department,Product Sub Category,Item - Inner Qty,Product Type,UPC Code,Available for Sale,Available for purchase,LCL Listed,4-Month Qty Sold (LCL),4-Month Total Quantity Sold,Previous Year QTY Sold,Qty Committed,Qty Committed Reserved,Qty Back Ordered,Preferred Vendor Min Qty,Minimum Monthly Qty,Minimum Stock
- None -,3.5,VLONGOTAG01-CA,7107,Longos Curato Tagliatelle Egg Nest pasta 20x250g,Alguazas_PL Longos,Active - PL,0,0,0,0,0,,,,,,,,,0,,48,5/6/2026,,- None -,540,- None -,- None -,5000,g,0.0109344,,Admin Portal,Longos,Pasta,11271,Andalini PASTIFICIO ANDALINI SPA,Livorno,Longos Curato Tagliatelle Egg Nest pasta 20x250g,LC093#2020220,13.9,0.0000204,0.000016,0.0000335,20.4,16,33.5,730,100,,5,20,- None -,Pantry,Gnocchi,20,Private Label - Longos,1.07725E+13,Yes,Yes,No,- None -,0,0,,,540,330,,
- None -,3.5,VLONGOPAP03-CA,7108,Longos Curato Pappardelle Egg Nest pasta 18x250g,Alguazas_PL Longos,Active - PL,0,0,0,0,0,,,,,,,,,0,578,443,5/6/2026,,- None -,578,- None -,- None -,5000,g,0.0109344,,Admin Portal,Longos,Pasta,11271,Andalini PASTIFICIO ANDALINI SPA,Livorno,Longos Curato Pappardelle Egg Nest pasta 18x250g,LC096#2020218,12.51,0.0000204,0.000016,0.0000335,20.4,16,33.5,730,100,,5,20,- None -,Pantry,Gnocchi,18,Private Label - Longos,1.07725E+13,Yes,Yes,No,- None -,0,0,,,540,280,,
- None -,3.5,PRM220-GF-CA,6228,RM Lasagna Gluten Free 12x250g,Andriani,Active,172,199,151,94,154,,,246,246,246,246,246,246,1.57,682,682,5/6/2026,,- None -,682,- None -,- None -,3740,g,0.009614486,242,Admin Portal,Regina Molisana,Pasta,11243,ANDRIANI Andriani Spa,Salerno,RM Lasagna Gluten Free 12x250g,C420BD297,11.28,0.0000199,0.0000203,0.0000238,19.9,20.3,23.8,1095,125,,5,25,- None -,Pantry,Specialty Cuts,12,Retail,1.07799E+13,Yes,Yes,Yes,- None -,616,1615,4,,,700,,
Do Not Reorder - Sell through/Make Inactive,3.5,LEMON02-CA,3540,Limmi (VS) Lemon Juice 12x200ml,B&G SRL (Limmi)_Lemon Juice,Do not Order,342,347,133,473,323.75,,,463,463,463,463,463,463,1.41,,,,,- None -,,- None -,- None -,2810,g,0.0076551,456,Admin Portal,Limmi - Vita Sana,Juice,540,B&G B&G Srl (Limmi),Genova,Limmi (VS) Lemon Juice 12x200ml,110CA,5.16,0.0000158,0.000019,0.0000255,15.8,19,25.5,365,242,180,11,22,- None -,Drinks,Shelf Stable Juices,12,Retail,6.41777E+11,Yes,No,No,- None -,1295,2741,7,,,1060,,
- None -,3.5,BACI12439675-CA,6961,Baci Box 12Pcs Original Dark 6x150g,Baci_Chocolate,Active,151,340,869,8,342,,,2134,2134,2134,2134,2134,2134,5.78,842,832,5/6/2026,,- None -,842,- None -,- None -,1100,g,0.012614,1977,Admin Portal,Baci,Chocolate and Candy,12190,BACI Baci Perugina,Livorno,Baci BOX 12Pcs Original Dark 6x150g,12439675,19.925,0.000017,0.0000265,0.000028,17,26.5,28,364,100,72,2,50,- None -,Pantry,Chocolate,6,Retail  - Chocolate,8.39456E+11,Yes,Yes,Yes,- None -,1368,169,152,,,875,,
- None -,3.5,BACI14507676-CA,7049,Baci Box Original Sparkling - Blue -  20Pcs  10x250g,Baci_XMAS Chocolate,Label,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,2350,g,0.0096348,,Admin Portal,Baci,Chocolate and Candy,12190,BACI Baci Perugina,Livorno,Baci BLUE Original Sparkling Box - 20Pcs  10x250g,14507676,67,0.0000217,0.00002,0.0000222,21.7,20,22.2,364,100,60,2,50,- None -,Seasonal,Chocolate,10,Retail - XMAS Chocolate,8.0003E+12,Yes,Yes,No,- None -,0,,,,45,180,,
DEVIATION LABELING AND REPACKING,3.5,BACI12532557-CA,6969,Perugina Egg Easter Milk 12x245g,Baci_Easter Chocolate,Label,12,11.92,7,0,7.73,,,7,7,7,7,7,7,0.91,1,,,,- None -,1,- None -,- None -,3300,g,0.12551328,7,Admin Portal,Baci,Seasonal Easter,12190,BACI Baci Perugina,Livorno,Perugina Egg Easter Milk 12x245g,12532557,73.2,0.000054,0.0000398,0.0000584,54,39.8,58.4,364,100,8,2,50,- None -,Seasonal,Chocolate,12,Retail - EASTER Chocolate,8.0003E+12,Yes,Yes,No,- None -,30.92,,,,,30,,
DEVIATION LABELING AND REPACKING,3.5,BACI12565331-CA,6974,Baci Box Heart Original Dark 20x100g,Baci_Valentine Chocolate,Label,0,0,92,35,31.75,,,,,,,,,,,,,,- None -,,- None -,- None -,2200,g,0.04545808,,Admin Portal,Baci,Seasonal Valentines,12190,BACI Baci Perugina,Livorno,Baci Box Heart Original Dark 20x100g,12565331,100.2,0.0000202,0.0000388,0.000058,20.2,38.8,58,364,100,20,2,50,- None -,Seasonal,Chocolate,20,Retail - VALENTINE Chocolate,8.0003E+12,Yes,Yes,No,- None -,127,41,,,,130,,
- None -,3.5,BACI12613345-CA,7052,Baci Box Caramelized Almonds Bijou 12Pcs 10x150g,Baci_Chocolate,Do not Order,0,0,0,0,0,,,5,5,5,5,5,5,0,,,,,- None -,,- None -,- None -,2350,g,0.0096348,5,Admin Portal,Baci,Chocolate and Candy,12190,BACI Baci Perugina,Livorno,Baci BIJOU Caramelized Almonds Bijou Box 12Pcs 10x150g,12439537,33.23,0.0000217,0.00002,0.0000222,21.7,20,22.2,364,100,60,2,50,- None -,Pantry,Chocolate,10,Retail  - Chocolate,8.0003E+12,No,No,No,- None -,0,,,,,260,,
- None -,3.5,BACI12363320-CA,6985,Perugina Bar Dark 51% 12x86g,Baci_Chocolate,Do not Order,7,17,19,24,16.75,,,,,,,,,,,,,,- None -,,- None -,- None -,1200,g,0.0020564,,Admin Portal,Baci,Chocolate and Candy,12190,BACI Baci Perugina,Livorno,Perugina Bar Dark 51% 12x86g,12363320,17.16,0.0000097,0.0000106,0.00002,9.7,10.6,20,364,100,60,2,50,- None -,Pantry,Chocolate,12,Retail  - Chocolate,8.39456E+11,Yes,No,No,- None -,67,0,,,,490,,
- None -,3.5,BACI104936519-CA,7023,Baci Perugina Displayer Buckets (part 2 of 2),Baci_Displayer,Active-Displayer,0,1,0,2,0.75,,,3,3,3,3,3,3,4,,,,,- None -,,- None -,- None -,1200,g,0.0020564,3,Admin Portal,Baci,Chocolate and Candy,12190,BACI Baci Perugina,Livorno,Baci Perugina Displayer Buckets (part 2 of 2),104936519,17.16,0.0000097,0.0000106,0.00002,9.7,10.6,20,9999,100,60,2,50,- None -,Pantry,Chocolate,1,Displayer,- None -,Yes,Yes,No,- None -,3,0,,,,20,,
- None -,3.5,BACI12439528-CA,6983,Baci Tube 3Pcs Original Dark 14x37.5g,Baci_Chocolate,Active,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,730,g,0.0033264,,Admin Portal,Baci,Chocolate and Candy,12190,BACI Baci Perugina,Livorno,Baci TUBE 3Pcs Original Dark 14x37.5g,12439528,14.28,0.0000084,0.000015,0.0000264,8.4,15,26.4,364,100,60,2,50,- None -,Pantry,Chocolate,14,Retail  - Chocolate,8.39456E+11,Yes,Yes,No,- None -,0,0,,,,820,,
DEVIATION LABELING AND REPACKING,3.5,BACI12533665-CA,6971,Baci Egg Easter Original Dark 12x265g,Baci_Easter Chocolate,Label,0,58,126,27,52.75,,,1,1,1,1,1,1,0.02,,,,,- None -,,- None -,- None -,3300,g,0.12551328,1,Admin Portal,Baci,Seasonal Easter,12190,BACI Baci Perugina,Livorno,Baci Egg Easter Original Dark 12x265g,12533665,86.52,0.000054,0.0000398,0.0000584,54,39.8,58.4,364,100,8,2,50,- None -,Seasonal,Chocolate,12,Retail - EASTER Chocolate,8.0003E+12,Yes,Yes,Yes,- None -,211,22,,,,400,,
- None -,3.5,BACI14507077-CA,7047,Baci Box Assorted Sparkling - Gold -  20Pcs 10x250g,Baci_XMAS Chocolate,Label,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,2350,g,0.0096348,,Admin Portal,Baci,Seasonal Christmas,12190,BACI Baci Perugina,Livorno,Baci GOLD Assorted Sparkling Box 10x250g,14507077,67,0.0000217,0.00002,0.0000222,21.7,20,22.2,364,100,60,2,50,- None -,Seasonal,Chocolate,10,Retail - XMAS Chocolate,8.44529E+12,Yes,Yes,No,- None -,0,,,,50,190,,
- None -,3.5,BACI12560167-CA,6977,Baci BAG Coffee 12x125g,Baci_Chocolate,Label,13,10,58,0,20.25,,,87,87,87,87,87,87,4.3,,,,,- None -,,- None -,- None -,1800,g,0.015057504,87,Admin Portal,Baci,Chocolate and Candy,12190,BACI Baci Perugina,Livorno,Baci BAG Coffee 12x125g,12560167,32.52,0.0000198,0.0000196,0.0000388,19.8,19.6,38.8,364,100,60,2,50,- None -,Pantry,Chocolate,12,Retail  - Chocolate,8.0003E+12,Yes,Yes,Yes,- None -,81,2,,,,330,,
- None -,3.5,BACI12531696-CA,6967,Baci Bag Easter Mini Eggs Assorted 20x150g,Baci_Easter Chocolate,Label,0,18,100,0,29.5,,,2,2,2,2,2,2,0.07,,,,,- None -,,- None -,- None -,3300,g,0.0219184,2,Admin Portal,Baci,Seasonal Easter,12190,BACI Baci Perugina,Livorno,Baci BAG Easter Mini Eggs Assorted 20x150g,12531696,47,0.0000206,0.0000266,0.00004,20.6,26.6,40,364,100,45,2,50,- None -,Seasonal,Chocolate,20,Retail - EASTER Chocolate,8.0003E+12,Yes,Yes,No,- None -,118,,,,,100,,
- None -,3.5,BACI12439610-CA,6960,Baci Box 12Pcs Milk 6x150g,Baci_Chocolate,Active,123,170,777,13,270.75,,,1039,1039,1039,1039,1039,1039,3.39,1074,1074,5/6/2026,,- None -,1300,- None -,- None -,1100,g,0.012614,919,Admin Portal,Baci,Chocolate and Candy,12190,BACI Baci Perugina,Livorno,Baci BOX 12Pcs Milk 6x150g,12439610,29.25,0.000017,0.0000265,0.000028,17,26.5,28,364,100,72,2,50,- None -,Pantry,Chocolate,6,Retail  - Chocolate,8.39456E+11,Yes,Yes,Yes,- None -,1083,156,111,,,875,,
DEVIATION LABELING AND REPACKING,3.5,BACI12534834-CA,6972,Baci Egg Easter Hazelnut 6x255g,Baci_Easter Chocolate,Label,8,55,97,0,40,,,,,,,,,,,,,,- None -,,- None -,- None -,1800,g,0.0648,,Admin Portal,Baci,Seasonal Easter,12190,BACI Baci Perugina,Livorno,Baci Egg Easter Hazelnut 6x255g,12534834,55.44,0.000054,0.00003,0.00004,54,30,40,364,100,16,2,50,- None -,Seasonal,Chocolate,6,Retail - EASTER Chocolate,8.0003E+12,Yes,Yes,Yes,- None -,160,3,,,,100,,
DEVIATION LABELING AND REPACKING,3.5,BACI12533587-CA,6970,Baci Egg Easter Milk 12x265g,Baci_Easter Chocolate,Label,0,28,102,30,40,,,1,1,1,1,1,1,0.03,,,,,- None -,,- None -,- None -,3300,g,0.12551328,1,Admin Portal,Baci,Seasonal Easter,12190,BACI Baci Perugina,Livorno,Baci Egg Easter Milk 12x265g,12533587,86.52,0.000054,0.0000398,0.0000584,54,39.8,58.4,364,100,8,2,50,- None -,Seasonal,Chocolate,12,Retail - EASTER Chocolate,8.0003E+12,Yes,Yes,Yes,- None -,160,28,,,,100,,
- None -,3.5,BACI12405295-CA,6953,Baci Bag Original Dark 12x125g,Baci_Chocolate,Active,192,61,81,55,97.25,,,1317,1317,1317,1317,1317,1317,13.1,1,,,,- None -,1,- None -,- None -,1800,g,0.015057504,1274,Admin Portal,Baci,Chocolate and Candy,12190,BACI Baci Perugina,Livorno,Baci BAG Original Dark 12x125g,12405295,30.884,0.0000198,0.0000196,0.0000388,19.8,19.6,38.8,364,100,60,2,50,- None -,Pantry,Chocolate,12,Retail  - Chocolate,8.39456E+11,Yes,Yes,Yes,- None -,389,76,43,,,1100,,
- None -,3.5,BACI12439386-CA,6956,Baci Bulk Original Dark 3x1Kg,Baci_Chocolate,Label,50,78,46,0,43.5,,,72,72,72,72,72,72,0.34,401,400,5/6/2026,,- None -,401,- None -,- None -,3300,g,0.009078,15,Admin Portal,Baci,Chocolate and Candy,12190,BACI Baci Perugina,Livorno,Baci BULK Original Dark Choc 3x1KgBaci Bulk Original Dark 3x1Kg,12439386,56.7,0.0000178,0.000017,0.00003,17.8,17,30,364,100,108,2,50,- None -,Pantry,Chocolate,3,Retail  - Chocolate,8.0003E+12,Yes,Yes,No,- None -,174,1,57,,,150,,
DEVIATION LABELING AND REPACKING,3.5,BACI12532528-CA,6968,Perugina Egg Easter Dark 12x245g,Baci_Easter Chocolate,Label,8,10.92,6,0,6.23,,,,,,,,,,1,,,,- None -,1,- None -,- None -,3300,g,0.12551328,,Admin Portal,Baci,Seasonal Easter,12190,BACI Baci Perugina,Livorno,Perugina Egg Easter Dark 12x245g,12532528,73.2,0.000054,0.0000398,0.0000584,54,39.8,58.4,364,100,8,2,50,- None -,Seasonal,Chocolate,12,Retail - EASTER Chocolate,8.0003E+12,Yes,Yes,No,- None -,24.92,,,,,30,,
DEVIATION LABELING AND REPACKING,3.5,BACI12531682-CA,6965,Baci Bag Easter Mini Eggs Milk 20x150g,Baci_Easter Chocolate,Label,1,33,71,0,26.25,,,1,1,1,1,1,1,0.04,,,,,- None -,,- None -,- None -,3300,g,0.0219184,1,Admin Portal,Baci,Seasonal Easter,12190,BACI Baci Perugina,Livorno,Baci Bag Easter Mini Eggs Milk 20x150g,12531682,47,0.0000206,0.0000266,0.00004,20.6,26.6,40,364,100,45,2,50,- None -,Seasonal,Chocolate,20,Retail - EASTER Chocolate,8.0003E+12,Yes,Yes,No,- None -,105,,,,,100,,
- None -,3.5,DSPBACINUTC-OT,7228,Baci Nutcracker Image (empty) 48x24 Inch Full Colour Coro With Cardboard Easel,Baci_XMAS Chocolate,Active,0,0,0,0,0,,,78,78,78,78,78,78,0,,,,,- None -,,- None -,- None -,,- None -,,76,Admin Portal,Baci,Chocolate and Candy,12190,BACI Baci Perugina,Livorno,Baci Nutcracker Image (empty) 48x24 Inch Full Colour Coro With Cardboard Easel,- None -,17.888,,,,,,,9999,100,,2,50,- None -,Pantry,Displayer,1,Displayer,- None -,Yes,Yes,No,- None -,0,,2,,,,,
- None -,3.5,BACI12439598-CA,6959,Baci Bag Milk 12x125g,Baci_Chocolate,Active,65,104,158,134,115.25,,,1053.834,1053.834,1053.834,1053.834,1053.834,1053.834,8.65,,,,,- None -,,- None -,- None -,1800,g,0.015057504,996.834,Admin Portal,Baci,Chocolate and Candy,12190,BACI Baci Perugina,Livorno,Baci BAG Milk 12x125g,12439598,30.884,0.0000198,0.0000196,0.0000388,19.8,19.6,38.8,364,100,60,2,50,- None -,Pantry,Chocolate,12,Retail  - Chocolate,8.39456E+11,Yes,Yes,Yes,- None -,461,97,57,,15,1100,,
- None -,3.5,BACI12497895-CA,6994,Baci Box 28Pcs Original Dark 6x350g,Baci_Chocolate,Label,0,0,1012,0,253,,,,,,,,,,,,,,- None -,,- None -,- None -,3400,g,0.022356,,Admin Portal,Baci,Chocolate and Candy,12190,BACI Baci Perugina,Livorno,Baci Box 28Pcs Original Dark 6x350g,12439754,61.5,0.000023,0.000027,0.000036,23,27,36,364,100,60,2,50,- None -,Pantry,Chocolate,6,Retail  - Chocolate,8.0003E+12,Yes,Yes,No,- None -,1012,,,,,1630,,
DEVIATION LABELING AND REPACKING,3.5,BACI12531685-CA,6966,Baci Bag Easter Mini Eggs Original Dark 20x150g,Baci_Easter Chocolate,Label,1,27,101,0,32.25,,,3,3,3,3,3,3,0.09,,,,,- None -,,- None -,- None -,3300,g,0.0219184,3,Admin Portal,Baci,Seasonal Easter,12190,BACI Baci Perugina,Livorno,Baci Bag Easter Mini Eggs Original Dark 20x150g,12531685,47,0.0000206,0.0000266,0.00004,20.6,26.6,40,364,100,45,2,50,- None -,Seasonal,Chocolate,20,Retail - EASTER Chocolate,8.0003E+12,Yes,Yes,No,- None -,129,,,,,100,,
- None -,3.5,DSPBACIBOW-OT,7227,Baci Bow Image Display (empty) 31.5x20 Inch PVC 10 Inch Extra Fold at 90 Degrees,Baci_Displayer,Active-Displayer,0,0,0,0,0,,,81,81,81,81,81,81,0,,,,,- None -,,- None -,- None -,,- None -,,81,Admin Portal,Baci,Chocolate and Candy,12190,BACI Baci Perugina,Livorno,Baci Bow Image Display (empty) 31.5x20 Inch PVC 10 Inch Extra Fold at 90 Degrees,104331486,17.16,,,,,,,9999,100,,2,50,- None -,Pantry,Displayer,1,Displayer,- None -,Yes,Yes,No,- None -,0,,,,,1,,
- None -,5,BACI104331486-CA,7014,Perugina Baci Quick Display 1x,Baci_Displayer,Active-Displayer,0,7,0,2,2.25,,,58,58,58,58,58,58,25.78,,,,,- None -,,- None -,- None -,1200,g,0.0020564,58,Admin Portal,Baci,Chocolate and Candy,12190,BACI Baci Perugina,Livorno,Perugina Baci Quick Displayer 1x,104331486,17.16,0.0000097,0.0000106,0.00002,9.7,10.6,20,9999,100,60,2,50,- None -,Pantry,Chocolate,1,Displayer,- None -,Yes,Yes,No,- None -,9,0,,,,100,,
- None -,3.5,BACI12597082-CA,7048,Baci Box Assorted Sparkling - Silver -  20Pcs  10x250g,Baci_XMAS Chocolate,Label,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,2350,g,0.0096348,,Admin Portal,Baci,Seasonal Christmas,12190,BACI Baci Perugina,Livorno,Baci Box Assorted Sparkling - Silver -  20Pcs  10x250g,12439537,67,0.0000217,0.00002,0.0000222,21.7,20,22.2,364,100,60,2,50,- None -,Seasonal,Chocolate,10,Retail  - Chocolate,8.0003E+12,Yes,Yes,No,- None -,0,,,,,180,,
- None -,3.5,BACI104936513-CA,7025,Baci Perugina Displayer Header with Base (part 1 of 2),Baci_Displayer,Active-Displayer,0,0,0,2,0.5,,,14,14,14,14,14,14,28,,,,,- None -,,- None -,- None -,1200,g,0.0020564,14,Admin Portal,Baci,Chocolate and Candy,12190,BACI Baci Perugina,Livorno,Baci Perugina Displayer Header with Base (part 1 of 2),104936513,17.16,0.0000097,0.0000106,0.00002,9.7,10.6,20,9999,100,60,2,50,- None -,Pantry,Chocolate,1,Displayer,- None -,Yes,Yes,No,- None -,2,0,,,,20,,
- None -,3.5,XMASAU02-CA,4072,Gioia Pandoro Classic 8x800g,Balconi,Active-XMAS,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,7000,g,0.085840111,,Admin Portal,Gioia,Seasonal Christmas,12367,BALCONI BALCONI S.p.A. INDUSTRIA DOLCIARIA,Livorno,Gioia Pandoro Classic 8x800g,1.94994E+11,30.4,0.0000259,0.0000419,0.0000791,25.9,41.9,79.1,243,21,,3,7,- None -,Seasonal,Cakes,8,Retail,1.07799E+13,Yes,Yes,Yes,- None -,0,1960,,,101,1200,,
- None -,3.5,XMAS53A-CA,4073,Gioia Pandoro Lemon Cream Filled 8x750g,Balconi,Active-XMAS,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,6200,g,0.085840111,,Admin Portal,Gioia,Seasonal Christmas,12367,BALCONI BALCONI S.p.A. INDUSTRIA DOLCIARIA,Livorno,Gioia Pandoro Lemon Cream Filled 8x750g,1.97992E+11,31.2,0.0000259,0.0000419,0.0000791,25.9,41.9,79.1,243,21,,3,7,- None -,Seasonal,Cakes,8,Retail,2.07799E+13,Yes,Yes,Yes,- None -,0,638,,,91,620,,
- None -,3.5,BAKMA29A-CA,3476,Gioia Croissants Chocolate 8x270g,Balconi,Active,875,540,219,453,521.75,,,562,562,562,562,562,562,1.03,1132,1132,5/6/2026,,- None -,1132,- None -,- None -,3010,g,0.03248336,536,Admin Portal,Gioia,Sweets,12367,BALCONI BALCONI S.p.A. INDUSTRIA DOLCIARIA,Livorno,Gioia Croissants Chocolate 8x270g,1.21408E+11,9.84,0.0000322,0.0000388,0.000026,32.2,38.8,26,243,96,,8,12,- None -,Bakery,Packaged Sweets,8,Retail,1.07799E+13,Yes,Yes,Yes,- None -,2087,7998,26,,,1100,,
- None -,3.5,XMAS52A-CA,4071,Gioia Pandoro Chocolate Cream Fill 8x750g,Balconi,Active-XMAS,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,6200,g,0.085840111,,Admin Portal,Gioia,Seasonal Christmas,12367,BALCONI BALCONI S.p.A. INDUSTRIA DOLCIARIA,Livorno,Gioia Pandoro Chocolate Cream Fill 8x750g,1.92993E+11,31.2,0.0000259,0.0000419,0.0000791,25.9,41.9,79.1,243,21,,3,7,- None -,Seasonal,Cakes,8,Retail,2.07799E+13,Yes,Yes,Yes,- None -,0,689,,,87,630,,
- None -,3.5,BAKMA31A-CA,3478,Gioia Croissants Cream 8x270g,Balconi,Active,570,380,184,280,353.5,,,365,365,365,365,365,365,0.99,1057,1057,5/6/2026,,- None -,1057,- None -,- None -,3080,g,0.0304878,349,Admin Portal,Gioia,Sweets,12367,BALCONI BALCONI S.p.A. INDUSTRIA DOLCIARIA,Livorno,Gioia Croissants Cream 8x270g,1.21407E+11,9.84,0.000034,0.0000366,0.0000245,34,36.6,24.5,243,96,,8,12,- None -,Bakery,Packaged Sweets,8,Retail,1.07799E+13,Yes,Yes,Yes,- None -,1414,3646,16,,,1100,,
Do Not Reorder - Sell through/Make Inactive,3.5,BAKMB182641-CA,3611,Mulino Bianco Pavesini Plain 12x200g,Mulino Bianco,Do not Order,0,15,0,1,4,,,17,17,17,17,17,17,,,,,,- None -,,- None -,- None -,3120,g,0.025361875,,Admin Portal,Mulino Bianco,"Crackers, Cookies, Snacks",547,BARILLA Barilla G. E. R. Fratelli Spa,Genova,Mulino Bianco Pavesini Plain 12x200g,1000016713,16.11,0.0000175,0.0000341,0.0000425,17.5,34.1,42.5,365,56,48,7,8,- None -,Pantry,Cookies,12,Retail,8.01336E+12,Yes,No,No,- None -,16,4286,17,,,380,,
- None -,3.5,XMASMAS01-CA,6904,Massimo Pandoro Classic 12x500g (Box),Bauducco_ XMAS Massimo,Active-XMAS,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,9850,g,0.0906594,,Admin Portal,Massimo,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Massimo Pandoro Classic 12x500g (Box),40004532,36,0.000039,0.0000394,0.000059,39,39.4,59,243,25,,5,5,- None -,Seasonal,Cakes,12,Retail - Seasonal,1.07799E+13,Yes,Yes,Yes,- None -,0,1720,,,362,610,,
- None -,3.5,BAUPOS90000508-OT,7246,Bauducco Pallet Wrap Roll (Pack of 2),Bauducco_Marketing,Active-Marketing,0,0,0,0,0,,,3,3,3,3,3,3,0,,,,,- None -,,- None -,- None -,,- None -,,3,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Pallet Wrap Roll (Pack of 2),90000508,0.01,,,,,,,9999,100,,2,50,- None -,Seasonal,Marketing,2,Marketing,- None -,Yes,Yes,No,- None -,0,,,,,1,,
- None -,3.5,BAUPOS20002780-OT,7258,Bauducco Inflatable Santa,Bauducco_Marketing,Active-Marketing,0,0,0,0,0,,,7,7,7,7,7,7,0,,,,,- None -,,- None -,- None -,,- None -,,7,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Inflatable Santa,20002780,0.01,,,,,,,9999,100,,2,50,- None -,Seasonal,Marketing,1,Marketing,- None -,Yes,Yes,No,- None -,0,,,,2,1,,
- None -,3.5,XMASBAU04B-CA,6577,Bauducco Mini Panettone 24x80g,Bauducco_XMAS,Active-XMAS,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,2900,g,0.02722482,,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Mini Panettone 24x80g,40003970,16.8,0.0000217,0.0000306,0.000041,21.7,30.6,41,365,72,,9,8,- None -,Seasonal,Cakes,24,Retail - Seasonal,1.08758E+13,Yes,Yes,Yes,- None -,0,5495,,,307,1280,,
- None -,3.5,XMASMAS01B-CA,6903,Massimo Panettone Traditional 12x750g (Cello),Bauducco_ XMAS Massimo,Active-XMAS,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,9850,g,0.0906594,,Admin Portal,Massimo,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Massimo Panettone Traditional 12x750g (Cello),40004672,30,0.000039,0.0000394,0.000059,39,39.4,59,243,25,,5,5,- None -,Seasonal,Cakes,12,Retail - Seasonal,1.07799E+13,Yes,Yes,Yes,- None -,0,2153,,,313,1020,,
- None -,3.5,BAUWAFVAN142-CA,6892,Bauducco Wafers Vanilla 18x142g,Bauducco_Wafers,Active,592,311,380,714,499.25,,,792,792,792,792,792,792,1.35,1738,1738,4/5/2026,,- None -,1738,- None -,- None -,3492,g,0.010123344,676,Admin Portal,Bauducco,"Crackers, Cookies, Snacks",1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Wafers Vanilla 18x142g,40003980,8.28,0.0000176,0.0000231,0.0000249,17.6,23.1,24.9,425,160,,8,20,- None -,Pantry,Cookies,18,Retail,1.08758E+13,Yes,Yes,Yes,- None -,1997,551,116,,,1270,,
- None -,3.5,BAUPOS90000361-OT,7247,Bauducco Pallet Cover,Bauducco_Marketing,Active-Marketing,0,0,0,0,0,,,22,22,22,22,22,22,0,,,,,- None -,,- None -,- None -,,- None -,,22,Admin Portal,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Pallet Cover,90000361,0.01,,,,,,,9999,100,,2,50,- None -,Seasonal,Marketing,1,Marketing,- None -,Yes,Yes,No,- None -,0,,,,,1,,
Do Not Reorder - Sell through/Make Inactive,3.5,BAUWAFROLCH-CA,7122,Bauducco Wafer Rolls Chocolate Hazelnut TIN 12x400g,Bauducco_Wafers,Do not Order,65,3,3,2,18.25,,,137,137,137,137,137,137,7.51,,,,,- None -,,- None -,- None -,6518.122,g,0.020112,137,Admin Portal,Bauducco,"Crackers, Cookies, Snacks",1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Wafer Rolls Chocolate Hazelnut 12x400g,40004518,33,0.000015,0.0000419,0.000032,15,41.9,32,420,88,,11,8,- None -,Pantry,Cookies,12,Retail,1.08758E+13,Yes,Yes,No,- None -,73,0,,,,40,,
